Country;Region;Year;Economy_status_Developed;Infant_deaths;Under_five_deaths;Alcohol_consumption;Hepatitis_B;Measles;Polio;Diphtheria;BMI;Incidents_HIV;GDP_per_capita;Population_mln;Thinness_ten_nineteen_years;Thinness_five_nine_years;Schooling;Life_expectancy;Hepatitis_B_alt;Measles_alt;Polio_alt;Diphtheria_alt
Norway;Rest of Europe;2006;Yes;3.2;3.9;6.47;88;91;94;94;26.1;0.03;74190;4.66;0.8;0.7;12.5;80.3;elevada;alta;alta;alta
Barbados;Central America and Caribbean;2012;No;13.6;14.7;8.9;87;90;88;87;27.5;0.33;16505;0.28;3.8;3.8;10.5;78.5;elevada;alta;elevada;elevada
Rwanda;Africa;2008;No;50.2;76.3;7.51;97;87;97;97;21.5;1.22;554;9.52;6.7;6.6;3.2;60.6;alta;elevada;alta;alta
Bangladesh;Asia;2002;No;57;76.5;0.003;75;63;83;83;20.4;0.01;687;132.48;2.5;21.1;4.3;66.4;elevada;moderada;elevada;elevada
Timor-Leste;Oceania;2012;No;47.5;56.3;0.48;83;64;83;83;20.9;0.09;1271;1.13;11.2;11.3;4.5;67.7;elevada;moderada;elevada;elevada
North Macedonia;Rest of Europe;2003;No;12.8;14.4;5.18;74;97;96;96;25.8;0.08;3301;2.03;2.7;2.7;7.5;73.2;elevada;alta;alta;alta
Tonga;Oceania;2004;No;13;15.1;1.79;99;99;99;90;31.5;0.17;3899;0.1;0.1;0.1;9.2;69.8;alta;alta;alta;alta
Kuwait;Middle East;2007;No;9.5;11.1;0.029;99;90;99;99;28.8;0.13;41171;2.5;3.2;3.1;6.3;73.8;alta;alta;alta;alta
Iceland;Rest of Europe;2015;Yes;1.8;2.3;7.66;88;94;92;92;26.2;0.05;52952;0.33;1;0.9;12.2;82.5;elevada;alta;alta;alta
Greece;European Union;2002;Yes;4.9;5.6;8.22;91;77;92;92;26.8;0.04;19997;10.9;0.8;0.8;9.1;78.6;alta;elevada;alta;alta
Mozambique;Africa;2003;No;95.3;145;0.6;76;64;67;85;21.8;3.5;353;19.33;4;3.9;2.6;49.9;elevada;moderada;moderada;elevada
Netherlands;European Union;2002;Yes;4.9;5.9;9.72;88;96;97;97;25.1;0.06;40914;16.15;1.1;1;11.1;78.3;elevada;alta;alta;alta
Jamaica;Central America and Caribbean;2012;No;14.6;17;3.02;96;76;96;96;27.2;0.56;4888;2.84;1.8;1.7;9.2;74;alta;elevada;alta;alta
Senegal;Africa;2012;No;39.2;58.7;0.19;91;33;83;91;22.8;0.14;1146;13.4;1;9.9;2.6;65.4;alta;baixa;elevada;alta
Togo;Africa;2015;No;50.8;75.9;1.36;88;64;82;88;23.5;0.72;571;7.32;6.5;6.2;4.7;59.9;elevada;moderada;elevada;elevada
Libya;Africa;2001;No;23.4;27.3;0.002;93;81;94;94;26.9;0.05;10392;5.44;5.6;5.5;5.8;71;alta;elevada;alta;alta
Paraguay;South America;2006;No;24.5;29.3;5.92;92;61;98;98;25.6;0.16;4049;5.91;2.2;2.2;7.1;71.9;alta;moderada;alta;alta
Syrian Arab Republic;Middle East;2002;No;18.2;21.4;0.9;80;84;86;84;27;0.13;1353;17.08;6.6;6.5;4.7;73.7;elevada;elevada;elevada;elevada
Malta;European Union;2014;Yes;5.8;6.6;7.14;90;94;99;99;27.1;0.08;23286;0.43;0.8;0.8;11.1;82;alta;alta;alta;alta
Tonga;Oceania;2003;No;13.4;15.6;1.79;85;96;98;90;31.4;0.17;4020;0.1;0.1;0.1;9.2;69.8;elevada;alta;alta;alta
Trinidad and Tobago;Central America and Caribbean;2003;No;23.9;27;5.44;76;73;91;91;26.2;0.4;13552;1.28;6.4;6.9;9.5;70.2;elevada;elevada;alta;alta
Argentina;South America;2008;No;13.7;15.3;8.42;90;88;94;93;26.9;0.15;13311;40.08;1;0.9;8.9;75;alta;elevada;alta;alta
Finland;European Union;2010;Yes;2.5;3;9.72;88;92;99;99;26;0.08;43564;5.36;0.9;0.8;12.3;79.9;elevada;alta;alta;alta
Spain;European Union;2005;Yes;3.8;4.7;11.92;96;92;96;96;26.2;0.09;26146;43.65;0.6;0.5;8.9;80.2;alta;alta;alta;alta
United Kingdom;Rest of Europe;2000;Yes;5.6;6.5;10.82;88;86;91;91;26.3;0.08;39229;58.89;0.7;0.5;11.7;77.7;elevada;elevada;alta;alta
Luxembourg;European Union;2013;Yes;2.3;2.8;11.25;94;86;99;99;26.2;0.1;105339;0.54;0.9;0.9;11.8;81.8;alta;elevada;alta;alta
Madagascar;Africa;2013;No;43.4;62.7;0.85;74;64;72;74;21.2;0.2;463;22.96;7.3;7.2;6.1;64.7;elevada;moderada;elevada;elevada
Mongolia;Asia;2007;No;28.1;34.1;9.12;98;97;99;95;25;0.02;2411;2.59;2.2;2.4;8.9;66;alta;alta;alta;alta
Australia;Oceania;2004;Yes;4.8;5.8;9.84;95;85;92;92;26.6;0.05;49439;20.13;0.7;0.6;11.8;80.5;alta;elevada;alta;alta
Cabo Verde;Africa;2007;No;23.3;27.8;5.4;96;95;98;98;24;0.27;2922;0.48;8.1;8;4.6;70.7;alta;alta;alta;alta
Georgia;Rest of Europe;2014;No;9.7;10.9;6.49;91;87;91;91;27.3;0.14;3903;3.72;2.7;2.8;12.6;72.7;alta;elevada;alta;alta
Sri Lanka;Asia;2001;No;13.7;16;1.68;86;52;98;98;21.6;0.02;1880;18.91;15.4;15.6;10.2;72.2;elevada;moderada;alta;alta
Bahrain;Middle East;2006;No;8.8;10.2;1.94;98;99;98;98;25.2;0.05;22069;0.96;6.1;5.9;8.4;75.5;alta;alta;alta;alta
Ecuador;South America;2001;No;23.4;28;4.19;69;95;90;89;25.4;0.22;4299;12.91;1.6;1.5;7;73.1;moderada;alta;alta;elevada
Estonia;European Union;2015;Yes;2.4;3.1;16.72;91;92;93;93;26.4;0.08;17402;1.32;1.9;1.9;12.7;77.6;alta;alta;alta;alta
Algeria;Africa;2001;No;33.3;38.9;0.23;81;73;89;89;24.4;0.01;3163;31.45;6.4;6.3;6.1;71.1;elevada;elevada;elevada;elevada
El Salvador;Central America and Caribbean;2008;No;18.3;21.4;2.59;98;79;98;98;26.9;0.25;3364;6.13;1.8;1.7;6.4;70.8;alta;elevada;alta;alta
Turkmenistan;Asia;2011;No;36.7;42.5;2.88;97;99;97;97;25.9;0.08;4811;5.17;3.2;3.3;9.9;66.9;alta;alta;alta;alta
Thailand;Asia;2008;No;12.8;14.9;7.54;98;91;99;99;23.6;0.27;4884;66.53;8.5;8.6;7.3;73.3;alta;alta;alta;alta
Seychelles;Africa;2007;No;11.9;13.8;7.25;99;99;99;99;26;3.5;12702;0.09;5.9;6.3;7.9;73.1;alta;alta;alta;alta
Bhutan;Asia;2014;No;28.5;34.6;0.21;99;92;98;99;23.7;0.13;2613;0.72;15.7;16.2;3.1;70;alta;alta;alta;alta
Cuba;Central America and Caribbean;2010;No;5.1;6.4;4.28;96;98;99;96;25.2;0.15;6759;11.23;3.4;3.2;11;78.3;alta;alta;alta;alta
Spain;European Union;2010;Yes;3.1;3.8;8.94;97;92;97;97;26.2;0.09;25703;46.58;0.6;0.5;9.4;81.6;alta;alta;alta;alta
Mexico;North America;2013;No;14.9;17.3;3.81;82;76;83;83;27.7;0.16;9283;118.83;1.6;1.5;8.4;74.9;elevada;elevada;elevada;elevada
Iran Islamic Rep;Middle East;2009;No;17.4;20.4;0.027;99;65;99;99;25.7;0.1;5255;72.92;7.7;7.9;8.8;73.5;alta;moderada;alta;alta
Tunisia;Africa;2000;No;25;29.9;1.2;94;98;97;97;25.1;0.01;2881;9.71;6.6;6.5;4.9;73.2;alta;alta;alta;alta
Bulgaria;European Union;2003;Yes;12.5;15.1;10.92;96;89;96;96;25.5;0.02;4519;7.78;2.3;2.4;10.1;72.1;alta;elevada;alta;alta
Estonia;European Union;2006;Yes;5.2;6.6;17.87;95;98;95;95;25.9;0.08;16155;1.35;2.1;2.2;12.2;72.7;alta;alta;alta;alta
Congo Rep;Africa;2011;No;41.7;59.7;1.9;70;64;69;82;22.9;1.99;2408;4.39;8;7.6;6.2;60.8;elevada;moderada;moderada;elevada
India;Asia;2001;No;64.4;88.1;0.98;67;34;58;59;20.7;0.27;781;1075;27.5;28.5;4.5;62.9;moderada;baixa;moderada;moderada
Indonesia;Asia;2003;No;36.4;45.5;0.05;64;21;80;71;21.9;0.19;2035;220.31;1.9;11;7.2;66.6;moderada;baixa;elevada;elevada
Guinea;Africa;2013;No;70.5;110.7;0.25;63;64;49;63;22.8;0.71;750;10.89;7.7;7.6;2.6;58.4;moderada;moderada;baixa;moderada
Afghanistan;Asia;2011;No;61.8;84;0.01;68;31;68;68;22.8;0.02;512;30.12;18.2;18.2;3.3;61.6;moderada;baixa;moderada;moderada
Ecuador;South America;2008;No;17.7;20.8;4.12;93;94;94;96;26.2;0.17;5281;14.54;1.3;1.2;7.9;74.7;alta;alta;alta;alta
Jordan;Middle East;2007;No;18.7;21.9;0.56;98;97;98;98;28.3;0.13;4679;6.26;3.8;3.8;9.8;72.9;alta;alta;alta;alta
Portugal;European Union;2006;Yes;3.4;4.4;11.81;97;95;97;97;25.8;0.18;19501;10.52;0.7;0.5;7.6;78.4;alta;alta;alta;alta
Guinea-Bissau;Africa;2014;No;62.1;95.7;3.07;87;64;84;87;23.3;1.59;584;1.69;7.3;7.1;2.9;56.6;elevada;moderada;elevada;elevada
Burundi;Africa;2009;No;62.9;97.1;4.49;94;57;96;94;21.3;0.59;308;8.4;7.8;7.8;2.6;56.5;alta;moderada;alta;alta
Sao Tome and Principe;Central America and Caribbean;2004;No;42.1;60.4;5.92;70;71;99;96;23.9;0.75;1154;0.15;7.2;7.2;4.4;64;elevada;elevada;alta;alta
Belgium;European Union;2010;Yes;3.6;4.4;10.27;97;83;98;98;25.9;0.08;39778;10.9;0.9;0.9;11.1;80.2;alta;elevada;alta;alta
Pakistan;Asia;2004;No;77.9;98.1;0.014;65;33;67;65;22.9;0.13;1129;156.66;21.4;21.8;4.3;63.7;moderada;baixa;moderada;moderada
Philippines;Asia;2015;No;23.4;29.6;4.52;75;57;79;60;23.1;0.1;3001;102.11;1;9.7;9.3;70.6;elevada;moderada;elevada;moderada
Poland;European Union;2014;Yes;4.3;5;10.45;96;95;94;98;26.5;0.08;12059;38.01;1.9;2.1;11.3;77.6;alta;alta;alta;alta
Georgia;Rest of Europe;2009;No;13.9;15.6;6.26;54;71;93;88;26.7;0.12;2897;3.81;2.6;2.8;12.2;71.2;moderada;elevada;alta;elevada
Fiji;Oceania;2008;No;20.2;23.8;1.96;99;94;99;99;27;0.06;4532;0.85;4;3.7;9.4;66.5;alta;alta;alta;alta
Lithuania;European Union;2014;Yes;4;4.9;14.9;94;92;93;93;26.4;0.09;13850;2.93;2.6;2.7;13;74.5;alta;alta;alta;alta
Namibia;Africa;2005;No;39.4;70.6;1.97;83;64;86;86;23.4;8.45;3681;1.94;13.1;13.1;6;50.9;elevada;moderada;elevada;elevada
Somalia;Africa;2007;No;103;170.1;3.00E-04;42;64;40;40;22.6;0.13;250;11.08;7.3;7.1;2.1;53;baixa;moderada;baixa;baixa
Guatemala;Central America and Caribbean;2007;No;32;39.4;2.36;85;83;85;85;25.7;0.16;3574;13.48;1.3;1.3;3.9;70.4;elevada;elevada;elevada;elevada
Congo Dem Rep;Africa;2011;No;81.3;109.9;4.19;74;64;77;74;21.6;0.49;418;66.76;1.2;1;5.6;57.4;elevada;moderada;elevada;elevada
New Zealand;Oceania;2001;Yes;5.9;7.2;8.69;90;86;82;90;26.8;0.02;31745;3.88;0.3;0.3;11.6;78.7;alta;elevada;elevada;alta
Pakistan;Asia;2009;No;71.5;89.1;0.035;78;30;52;71;23.3;0.13;1246;175.53;2.5;2.9;4.5;65;elevada;baixa;moderada;elevada
Japan;Asia;2002;Yes;3;4.1;7.86;83;86;89;96;22.5;0.17;31416;127.45;1.7;1.4;10.9;81.6;elevada;elevada;elevada;alta
Vietnam;Asia;2010;No;18.3;22.9;2.26;88;65;94;93;21;0.17;2016;87.97;14.5;15.4;7.5;74.8;elevada;moderada;alta;alta
Ethiopia;Africa;2008;No;59.8;91.6;0.32;52;64;63;54;20.2;0.44;391;82.92;11.2;1.9;2.2;59.6;moderada;moderada;moderada;moderada
Turkmenistan;Asia;2001;No;54.7;66;2.36;96;94;94;95;24.8;0.08;2363;4.56;3.6;3.5;9.9;63.8;alta;alta;alta;alta
Senegal;Africa;2007;No;48.2;79.4;0.34;94;33;93;94;22.6;0.36;1132;11.69;11;1.9;2.4;62.1;alta;baixa;alta;alta
Bahrain;Middle East;2010;No;7.3;8.5;1.96;99;98;99;99;25;0.05;20982;1.24;6;5.9;8.4;76.1;alta;alta;alta;alta
Costa Rica;Central America and Caribbean;2002;No;10.1;12.1;4.16;94;86;94;94;26;0.14;7940;4.1;2.2;2.2;8;77.7;alta;elevada;alta;alta
Comoros;Africa;2008;No;65.3;89.5;0.12;81;64;81;81;23.6;0.02;1183;0.66;7.2;7.1;3.7;61.1;elevada;moderada;elevada;elevada
Japan;Asia;2012;Yes;2.2;3;8.5;83;92;99;97;22.7;0.17;33518;127.63;1.9;1.7;12;83.1;elevada;alta;alta;alta
Zimbabwe;Africa;2002;No;50.7;92.6;2.39;73;64;73;71;23.3;11.04;1559;11.95;1.2;1.3;6.9;43.5;elevada;moderada;elevada;elevada
Austria;European Union;2008;Yes;3.8;4.5;12.03;83;62;83;83;25.3;0.08;44440;8.32;1.7;1.9;11.5;80.4;elevada;moderada;elevada;elevada
Mali;Africa;2007;No;83.3;145.4;0.56;74;64;76;74;22.3;0.65;697;13.65;9.4;9.3;1.8;53.6;elevada;moderada;elevada;elevada
Romania;European Union;2015;Yes;7.7;9.2;9.45;90;80;89;89;26.7;0.04;8969;19.82;2.5;2.7;10.9;74.9;alta;elevada;elevada;elevada
El Salvador;Central America and Caribbean;2004;No;22.4;26.6;2.78;90;80;90;90;26.5;0.32;3072;6.02;1.9;1.8;5.8;69.9;alta;elevada;alta;alta
Eswatini;Africa;2011;No;51.5;73.4;6.89;91;92;85;91;26.4;15.78;3356;1.07;5.1;5.2;5.9;48.1;alta;alta;elevada;alta
Israel;Middle East;2004;Yes;4.7;5.8;2.44;99;97;95;95;26.5;0.08;28151;6.81;1.1;1.1;12.2;80.1;alta;alta;alta;alta
Ghana;Africa;2001;No;62.1;95.7;1.85;80;55;81;79;22.7;1.66;1056;19.76;9;9;6.2;57.2;elevada;moderada;elevada;elevada
Papua New Guinea;Oceania;2010;No;44.9;57.9;0.73;56;65;61;67;25;0.37;2235;7.31;1.4;1.3;4;62;moderada;moderada;moderada;moderada
St, Lucia;Central America and Caribbean;2005;No;16;18.4;12.87;95;83;95;95;27.8;0.4;9665;0.16;4.4;4.4;7.5;74.1;alta;elevada;alta;alta
Haiti;Central America and Caribbean;2015;No;52.8;69.9;2.78;64;83;64;60;25.2;0.67;1387;10.7;3.9;3.9;5.2;62.5;moderada;elevada;moderada;moderada
China;Asia;2008;No;14.8;18.5;4.27;95;95;99;97;23;0.1;4712;1324.66;4.5;4;7;73.8;alta;alta;alta;alta
Ecuador;South America;2003;No;21.5;25.4;4.04;82;95;97;87;25.7;0.2;4441;13.37;1.5;1.4;7.1;73.6;elevada;alta;alta;elevada
South Africa;Africa;2002;No;47.9;74.3;7.47;72;46;70;70;26.3;12.12;5116;46.15;14.5;17.1;8.5;54.3;elevada;baixa;elevada;elevada
Mozambique;Africa;2009;No;72.7;107.3;0.69;74;64;74;74;22.3;3.5;463;22.89;3.7;3.6;3.1;51.7;elevada;moderada;elevada;elevada
Bahamas;Central America and Caribbean;2010;No;13.3;15.6;9.21;98;83;97;99;27.5;0.49;32248;0.35;2.5;2.5;10.9;72.1;alta;elevada;alta;alta
Kiribati;Oceania;2000;No;51.7;68.1;0.56;90;35;90;90;28.7;0.17;1554;0.08;0.2;0.2;6.8;63.1;alta;baixa;alta;alta
North Macedonia;Rest of Europe;2012;No;9;10.1;3.54;98;97;97;95;26.4;0.08;4408;2.06;2.2;2.2;9.3;74.9;alta;alta;alta;alta
United Arab Emirates;Middle East;2003;No;8.9;10.3;1.57;92;92;94;94;27.4;0.13;57932;3.71;5.2;5;8.7;75;alta;alta;alta;alta
Equatorial Guinea;Africa;2002;No;101.7;147.1;7.12;46;64;45;36;22.8;3.61;8004;0.66;1.4;1.3;5.4;53.8;baixa;moderada;baixa;baixa
Denmark;European Union;2013;Yes;3.5;4.1;9.44;88;86;94;94;25.3;0.04;51832;5.61;1.1;0.9;13.2;80.3;elevada;elevada;alta;alta
Haiti;Central America and Caribbean;2012;No;56.4;75.6;2.43;60;83;66;67;24.8;0.78;1329;10.25;3.9;3.9;4.9;61.3;moderada;elevada;moderada;moderada
Syrian Arab Republic;Middle East;2009;No;16.1;18.8;0.76;84;82;83;80;27.6;0.13;1629;21.21;6.4;6.2;6.6;72.9;elevada;elevada;elevada;elevada
Tunisia;Africa;2008;No;16.6;19.4;1.28;99;99;99;99;25.7;0.04;3806;10.41;6.3;6.3;6.3;74.7;alta;alta;alta;alta
Italy;European Union;2003;Yes;4.1;4.8;9.3;95;83;97;96;25.5;0.09;32897;57.31;0.5;0.5;8.9;80;alta;elevada;alta;alta
Samoa;Oceania;2004;No;16.6;19.4;3.62;54;45;35;55;30.9;0.17;3678;0.18;0.2;0.2;9.3;70.1;moderada;baixa;baixa;moderada
Zambia;Africa;2009;No;52.9;83.6;3.05;94;39;93;94;22.1;5.93;1134;13.22;6.7;6.6;6.5;54.1;alta;baixa;alta;alta
Vietnam;Asia;2006;No;19.4;24.4;1.35;93;65;94;94;20.6;0.22;1651;84.62;15.1;15.9;6.6;74.3;alta;moderada;alta;alta
Ecuador;South America;2009;No;17;19.9;4.2;91;99;91;94;26.4;0.16;5225;14.77;1.3;1.2;7.9;74.9;alta;alta;alta;alta
France;European Union;2008;Yes;3.2;4.4;12.53;47;65;99;98;25;0.11;36357;64.37;0.6;0.6;10.7;81.2;baixa;moderada;alta;alta
Egypt Arab Rep;Africa;2002;No;33.5;41.5;0.14;97;64;97;97;27.9;0.13;2665;71.49;3.4;3.4;5.1;69;alta;moderada;alta;alta
Norway;Rest of Europe;2005;Yes;3.3;4.1;6.37;88;91;91;91;26;0.03;73037;4.62;0.8;0.7;12.4;80;elevada;alta;alta;alta
Vietnam;Asia;2004;No;20.4;25.6;1.13;94;65;96;96;20.3;0.25;1462;83.06;15.4;16.1;6.2;73.9;alta;moderada;alta;alta
St, Lucia;Central America and Caribbean;2010;No;17.3;19.7;10.33;97;83;97;97;28.7;0.4;10151;0.17;4.3;4.3;8.4;74.9;alta;elevada;alta;alta
Samoa;Oceania;2000;No;18.1;21.2;3;89;46;98;95;30.5;0.17;3059;0.17;0.2;0.2;8.8;68.7;elevada;baixa;alta;alta
Latvia;European Union;2005;Yes;8.6;10.5;9.92;99;99;99;99;25.9;0.15;10528;2.24;2.5;2.5;12.1;71.4;alta;alta;alta;alta
Panama;Central America and Caribbean;2003;No;20.5;24.1;4.92;98;89;95;98;25.9;0.4;7037;3.21;2.2;2.2;8.8;75.6;alta;elevada;alta;alta
Botswana;Africa;2009;No;40.1;55.3;5.36;94;83;96;96;24.1;8.27;5287;1.95;8.4;8.2;8.8;58.4;alta;elevada;alta;alta
Malaysia;Asia;2012;No;6.8;8;0.55;97;99;97;97;25.3;0.16;8889;29.07;7.9;7.7;10.1;74.9;alta;alta;alta;alta
Cabo Verde;Africa;2013;No;19.2;22.5;3.73;94;89;93;93;24.4;0.26;3070;0.51;6.9;6.9;5.6;71.7;alta;elevada;alta;alta
Angola;Africa;2008;No;85.5;137.7;5.19;69;64;36;69;22.6;1.41;3048;21.7;9.5;9.4;4.6;53.2;moderada;moderada;baixa;moderada
New Zealand;Oceania;2014;Yes;4.7;5.7;8.98;93;86;93;93;27.9;0.03;38002;4.52;0.4;0.3;12.2;81.4;alta;elevada;alta;alta
Netherlands;European Union;2014;Yes;3.5;4.1;8.38;92;93;96;96;25.5;0.04;44522;16.87;1;0.9;12.1;81.7;alta;alta;alta;alta
Chad;Africa;2010;No;84.1;147.7;0.55;39;64;43;39;21.6;0.64;724;11.95;9.4;9.3;1.9;50.9;baixa;moderada;baixa;baixa
Nigeria;Africa;2000;No;109.8;182.9;11.47;29;64;31;29;22.3;1.39;1451;122.28;14.3;14.4;5.2;46.3;baixa;moderada;baixa;baixa
Tajikistan;Asia;2014;No;33.4;38.4;0.83;97;98;94;97;25.8;0.11;945;8.25;3.6;3.7;10.6;69.9;alta;alta;alta;alta
Saudi Arabia;Middle East;2005;No;14.2;16.5;0.054;97;97;96;96;27.8;0.13;18683;23.82;7.2;7.3;7.6;73.3;alta;alta;alta;alta
Sao Tome and Principe;Central America and Caribbean;2008;No;31.9;42.9;4.56;99;71;99;99;24.3;0.39;1353;0.17;6.5;6.4;4.7;66.4;alta;elevada;alta;alta
Colombia;South America;2009;No;16.2;18.9;4.24;92;71;92;92;25.6;0.2;4993;44.75;2.2;2;7.3;75.2;alta;elevada;alta;alta
Yemen Rep;Middle East;2003;No;60;81.2;0.04;38;95;61;61;22.6;0.02;2447;18.99;14;13.9;1.6;62.4;baixa;alta;moderada;moderada
Mauritania;Africa;2012;No;58.8;90.5;0;80;64;80;80;24.7;0.17;1454;3.71;8.3;8.1;4;63.1;elevada;moderada;elevada;elevada
Jamaica;Central America and Caribbean;2008;No;16.2;18.9;3.35;92;80;91;91;26.6;0.63;5240;2.78;1.9;1.7;8.6;74.1;alta;elevada;alta;alta
Burkina Faso;Africa;2002;No;87.6;170.4;5.48;86;31;69;69;21.1;0.76;462;12.29;11;1.6;1.3;51.4;elevada;baixa;moderada;moderada
Honduras;Central America and Caribbean;2009;No;20.6;24.4;2.76;97;83;97;97;25.9;0.09;2086;8.15;2.3;2.2;5.2;73.1;alta;elevada;alta;alta
Belgium;European Union;2012;Yes;3.5;4.3;10.09;98;85;99;99;26;0.08;39976;11.11;0.9;0.9;11.2;80.4;alta;elevada;alta;alta
Congo Rep;Africa;2010;No;43;62;1.75;74;64;72;74;22.8;2.02;2423;4.27;8.1;7.7;6.1;60.1;elevada;moderada;elevada;elevada
Panama;Central America and Caribbean;2001;No;21.4;25.4;4.9;98;88;95;99;25.7;0.4;6861;3.09;2.3;2.3;8.6;75.2;alta;elevada;alta;alta
Malaysia;Asia;2000;No;8.7;10.2;0.56;97;91;98;98;23.8;0.26;6393;23.19;9.8;9.6;8.6;72.6;alta;alta;alta;alta
Spain;European Union;2000;Yes;4.4;5.4;11.61;77;92;95;95;26.1;0.11;23938;40.57;0.6;0.5;8.4;79;elevada;alta;alta;alta
Guinea;Africa;2002;No;92.7;150.9;0.21;57;64;56;53;21.9;1.28;657;8.59;9.9;9.9;1.5;51.5;moderada;moderada;moderada;moderada
Grenada;Central America and Caribbean;2014;No;14;16;7.88;97;92;81;97;26.8;0.4;8601;0.11;3.8;3.8;8.6;72.5;alta;alta;elevada;alta
Niger;Africa;2005;No;78.5;170.2;0.096;72;64;46;45;21.2;0.24;411;13.62;11.9;11.8;1.3;53.4;elevada;moderada;baixa;baixa
Benin;Africa;2011;No;68.3;106.7;1.47;75;83;77;75;23.2;0.46;990;9.46;7.6;7.5;2.8;59.6;elevada;elevada;elevada;elevada
New Zealand;Oceania;2010;Yes;5.1;6.1;9.62;90;86;93;93;27.6;0.04;35394;4.35;0.3;0.3;12;80.7;alta;elevada;alta;alta
Jamaica;Central America and Caribbean;2010;No;15.4;18;2.94;94;56;94;94;26.9;0.58;4889;2.81;1.8;1.7;8.9;74;alta;moderada;alta;alta
Mexico;North America;2003;No;21;24.9;5.01;98;96;98;98;27;0.15;8587;103.08;1.9;1.8;7.1;75.1;alta;alta;alta;alta
Cote d'Ivoire;Africa;2015;No;65.7;90.8;1.54;83;64;81;83;23.7;0.63;1973;23.23;5.5;5.5;5;56.1;elevada;moderada;elevada;elevada
Lao PDR;Asia;2012;No;47.6;61.9;6.33;79;65;78;79;22.4;0.16;1795;6.44;9.1;9.2;5;65.3;elevada;moderada;elevada;elevada
Romania;European Union;2000;Yes;18.1;21.6;9;98;96;99;99;24.8;0.05;4549;22.44;4;4.3;9.9;71.2;alta;alta;alta;alta
Denmark;European Union;2011;Yes;3.4;4.1;10.45;88;86;91;91;25.3;0.04;51644;5.57;1.1;0.9;12.7;79.8;elevada;elevada;alta;alta
Kiribati;Oceania;2010;No;49.3;64.4;0.49;91;21;95;91;29.6;0.17;1366;0.1;0.1;0.1;7.9;65.8;alta;baixa;alta;alta
Poland;European Union;2012;Yes;4.7;5.4;10.21;97;95;95;99;26.3;0.08;11520;38.06;2;2.1;11.7;76.7;alta;alta;alta;alta
St Vincent and the Grenadines;Central America and Caribbean;2013;No;16.2;18;6.96;97;83;97;97;26.9;0.4;6965;0.11;3.5;3.4;8.6;71.9;alta;elevada;alta;alta
Burundi;Africa;2004;No;82.3;131.9;6.24;83;57;76;83;20.9;0.95;303;7.13;8.4;8.4;2.2;52.5;elevada;moderada;elevada;elevada
Angola;Africa;2004;No;105.7;175.1;2.41;67;64;18;40;22.2;1.45;2168;18.76;1.2;1.1;4.4;49.3;moderada;moderada;baixa;baixa
Kyrgyz Republic;Asia;2003;No;37.1;43.1;6.35;99;65;98;98;25;0.06;786;5.04;3.5;3.5;10;68.3;alta;moderada;alta;alta
Colombia;South America;2001;No;20.6;24.3;4.31;80;83;83;80;24.9;0.23;3966;40.26;2.5;2.3;6.5;73.2;elevada;elevada;elevada;elevada
Benin;Africa;2010;No;69.6;109;1.35;76;83;77;76;23.1;0.5;989;9.2;7.8;7.6;2.8;59.3;elevada;elevada;elevada;elevada
Cote d'Ivoire;Africa;2005;No;85.2;125.6;0.85;76;64;87;76;23.1;2.33;1565;18.35;7.2;7.1;3.7;50.1;elevada;moderada;elevada;elevada
Myanmar;Asia;2003;No;60.7;82.3;0.61;74;63;86;78;21.5;0.5;427;48.15;13.3;13.6;3.4;61;elevada;moderada;elevada;elevada
Denmark;European Union;2008;Yes;3.7;4.4;10.7;88;87;88;88;25.2;0.04;53345;5.49;1.1;0.9;12.9;78.4;elevada;elevada;elevada;elevada
Lebanon;Middle East;2011;No;8.3;9.7;1.3;81;70;79;81;27.2;0.03;8754;5.2;4.7;4.7;8;78.5;elevada;elevada;elevada;elevada
Israel;Middle East;2010;Yes;3.7;4.6;2.78;97;93;95;95;26.9;0.08;32505;7.62;1.2;1.1;12.6;81.6;alta;alta;alta;alta
Indonesia;Asia;2013;No;25;30;0.09;85;76;92;85;22.8;0.18;3104;251.81;1.5;1.3;7.8;70.2;elevada;elevada;alta;elevada
Angola;Africa;2010;No;75.9;120.4;7.58;77;64;56;77;22.8;1.33;2994;23.36;9.1;9;4.7;55.4;elevada;moderada;moderada;elevada
Tunisia;Africa;2007;No;17.2;20.2;1.17;98;98;98;98;25.7;0.04;3691;10.3;6.3;6.3;6.1;74.6;alta;alta;alta;alta
Algeria;Africa;2000;No;33.9;39.7;0.25;81;78;86;86;24.3;0.01;3111;31.04;6.5;6.4;5.9;70.6;elevada;elevada;elevada;elevada
Rwanda;Africa;2010;No;44;63.8;7.13;97;87;93;97;21.7;1.04;599;10.04;6.5;6.3;3.8;63.4;alta;elevada;alta;alta
Indonesia;Asia;2001;No;39.4;49.8;0.06;62;25;77;76;21.7;0.11;1909;214.43;11;11.1;6.9;66;moderada;baixa;elevada;elevada
Australia;Oceania;2000;Yes;5.1;6.2;10.17;95;85;90;90;26.2;0.04;45559;19.15;0.7;0.7;11.9;79.2;alta;elevada;alta;alta
Iraq;Middle East;2002;No;34.3;42.6;0.17;65;48;76;77;27.2;0.13;3819;24.93;5.5;5.3;5.4;68.8;moderada;baixa;elevada;elevada
